,Round,Match Name,Team ID,Team Name,id,Full Name,pos,team,team_opponent,pts,On Field?
3,4,TryingAnewStratton vs Man of Steele,344,TryingAnewStratton,450,James Sicily,DEF,HAW,STK,119,True
4,4,TryingAnewStratton vs Man of Steele,344,TryingAnewStratton,788,Shannon Hurn,DEF,WCE,FRE,139,True
5,4,TryingAnewStratton vs Man of Steele,344,TryingAnewStratton,136,Taylor Adams,MID,COL,WBD,90,True
6,4,TryingAnewStratton vs Man of Steele,344,TryingAnewStratton,199,Dyson Heppell,MID,ESS,BRL,76,True
7,4,TryingAnewStratton vs Man of Steele,344,TryingAnewStratton,712,Luke Parker,MID,SYD,MEL,100,True
8,4,TryingAnewStratton vs Man of Steele,344,TryingAnewStratton,285,Brayden Fiorini,MID,GCS,CAR,93,True
9,4,TryingAnewStratton vs Man of Steele,344,TryingAnewStratton,276,Jack Bowes,MID,GCS,CAR,98,True
10,4,TryingAnewStratton vs Man of Steele,344,TryingAnewStratton,387,Jacob Hopper,MID,GWS,GEE,106,True
11,4,TryingAnewStratton vs Man of Steele,344,TryingAnewStratton,246,Bradley Hill,MID,FRE,WCE,70,True
12,4,TryingAnewStratton vs Man of Steele,344,TryingAnewStratton,316,Jarrod Witts,RUC,GCS,CAR,107,True
13,4,TryingAnewStratton vs Man of Steele,344,TryingAnewStratton,148,Jordan De Goey,FWD,COL,WBD,85,True
14,4,TryingAnewStratton vs Man of Steele,344,TryingAnewStratton,218,Darcy Parish,FWD,ESS,BRL,66,True
15,4,TryingAnewStratton vs Man of Steele,344,TryingAnewStratton,102,Zac Fisher,FWD,CAR,GCS,80,True
16,4,TryingAnewStratton vs Man of Steele,344,TryingAnewStratton,734,Josh Dunkley,FWD,WBD,COL,73,True
17,4,TryingAnewStratton vs Man of Steele,344,TryingAnewStratton,270,Michael Walters,FWD,FRE,WCE,103,True
0,4,TryingAnewStratton vs Man of Steele,344,TryingAnewStratton,590,Ollie Wines,MID,PTA,RIC,95,False
1,4,TryingAnewStratton vs Man of Steele,344,TryingAnewStratton,486,Christian Petracca,FWD,MEL,SYD,98,False
2,4,TryingAnewStratton vs Man of Steele,344,TryingAnewStratton,382,Toby Greene,FWD,GWS,GEE,0,False
3,4,TryingAnewStratton vs Man of Steele,344,TryingAnewStratton,599,Josh Caddy,FWD,RIC,PTA,72,False
