Player ID,First Name,Last Name,Pos1,Pos2,Team,Playing Next,In 2 Rds,In 3 Rds,Playing Next,Owner,Waiver,Free Agent,Trade Status,Total Pts,Rds,Rd Pts,Avg,Avg 3,Avg 5,Status Comment,Player Note
516,Shaun,Higgins,MID,,NTH,N/A,N/A,N/A,Casting Crouch,,,owner,1613,17,133,94.88,104.67,104.4,N/A,N/A,
471,Nathan,Jones,MID,,MEL,N/A,N/A,N/A,,Tue 27th 4am,,waiver,1612,22,75,73.27,70,66.2,N/A,N/A,
199,Dyson,Heppell,MID,,ESS,N/A,N/A,N/A,,Tue 27th 4am,,waiver,1610,17,0,94.71,77.67,85.4,N/A,N/A,
589,Justin,Westhoff,FWD,RUC,PTA,N/A,N/A,N/A,Salt&VinegarCripps,,,owner,1604,20,134,80.2,88,86.4,N/A,Westhoff didn't need the ruck duties to get his points. He kicked 5 goals and that was enough for him to get a game high 149 points. He won't get it all his own way every week but a great start.,
741,Jason,Johannisen,DEF,,WBD,N/A,N/A,N/A,Salt&VinegarCripps,,,owner,1603,19,85,84.37,90,87.6,N/A,N/A,
386,Harry,Himmelberg,FWD,,GWS,N/A,N/A,N/A,Barbeques Treloar,,,owner,1600,21,46,76.19,57.67,72,N/A,N/A,
651,Jade,Gresham,FWD,,STK,N/A,N/A,N/A,,Tue 27th 4am,,waiver,1597,19,0,84.05,93,88,N/A,N/A,
421,Jack,Gunston,FWD,,HAW,N/A,N/A,N/A,Salt&VinegarCripps,,,owner,1597,20,91,79.85,84.67,84.8,N/A,N/A,
564,Robbie,Gray,FWD,MID,PTA,N/A,N/A,N/A,Swimming n Titch,,,owner,1585,19,37,83.42,54.33,72.2,N/A,N/A,
615,Kane,Lambert,FWD,,RIC,N/A,N/A,N/A,Man of Steele,,,owner,1584,18,86,88,76.33,83.2,N/A,N/A,
407,Adam,Tomlinson,MID,,GWS,N/A,N/A,N/A,,Tue 27th 4am,,waiver,1581,22,64,71.86,58.33,60.4,N/A,N/A,
163,Brody,Mihocek,FWD,,COL,N/A,N/A,N/A,,Tue 27th 4am,,waiver,1580,22,76,71.82,79.33,75.6,N/A,N/A,
226,David,Zaharakis,MID,,ESS,N/A,N/A,N/A,,Tue 27th 4am,,waiver,1579,20,0,78.95,44.67,51.4,N/A,N/A,
451,Isaac,Smith,MID,,HAW,N/A,N/A,N/A,,,1,free_agent,1577,19,71,83,98.33,93.2,N/A,N/A,
616,Tom J.,Lynch,FWD,,RIC,N/A,N/A,N/A,Fire The Worpedo,,,owner,1575,22,47,71.59,79.67,90.2,N/A,Lynch was good in his first game for the Tigers. 3 goals and 7 touches in what was effectively his first game of the season as he missed the JLT.,
730,Hayden,Crozier,DEF,,WBD,N/A,N/A,N/A,,Tue 27th 4am,,waiver,1573,21,83,74.9,74,78.2,N/A,N/A,
47,Harris,Andrews,DEF,,BRL,N/A,N/A,N/A,Barbeques Treloar,,,owner,1572,19,72,82.74,89,79.6,N/A,N/A,
736,Tim,English,RUC,,WBD,N/A,N/A,N/A,,Tue 27th 4am,,waiver,1569,19,104,82.58,102,92.6,N/A,N/A,
380,Jeremy,Finlayson,DEF,,GWS,N/A,N/A,N/A,Fire The Worpedo,,,owner,1562,19,68,82.21,80.67,72.2,N/A,N/A,
503,Shaun,Atley,FWD,,NTH,N/A,N/A,N/A,,Tue 27th 4am,,waiver,1561,21,76,74.33,75,72.2,N/A,N/A,
679,Callum,Wilkie,DEF,,STK,N/A,N/A,N/A,,Tue 27th 4am,,waiver,1555,22,59,70.68,74.33,73.8,N/A,N/A,
554,Tom,Clurey,DEF,,PTA,N/A,N/A,N/A,,Tue 27th 4am,,waiver,1554,21,0,74,74.67,74.6,N/A,N/A,
233,Andrew,Brayshaw,MID,,FRE,N/A,N/A,N/A,Swimming n Titch,,,owner,1551,22,74,70.5,73.67,77.8,N/A,N/A,
612,Dylan,Grimes,DEF,,RIC,N/A,N/A,N/A,Barbeques Treloar,,,owner,1545,21,70,73.57,74.67,69.2,N/A,N/A,
42,Daniel,Talia,DEF,,ADE,N/A,N/A,N/A,,Tue 27th 4am,,waiver,1530,22,38,69.55,66.67,72.2,N/A,N/A,
52,Jarrod,Berry,MID,,BRL,N/A,N/A,N/A,Salt&VinegarCripps,,,owner,1529,18,67,84.94,85.67,82.8,N/A,N/A,
302,Touk,Miller,MID,,GCS,N/A,N/A,N/A,DEVQON.1,,,owner,1527,18,86,84.83,84,94,N/A,N/A,
398,Sam J.,Reid,DEF,FWD,GWS,N/A,N/A,N/A,,Tue 27th 4am,,waiver,1522,22,49,69.18,55,70.4,N/A,N/A,
124,Lachie,Plowman,DEF,,CAR,N/A,N/A,N/A,,Tue 27th 4am,,waiver,1519,21,67,72.33,70.67,70,N/A,N/A,
89,Alex,Witherden,DEF,,BRL,N/A,N/A,N/A,DEVQON.1,,,owner,1519,21,38,72.33,77,62.2,N/A,Witherden has been talked about as a key player down back this season in Supercoach and he delivered in the first week with his 25 touches and 7 marks. Keep him in mind if you don't have him.,
373,Stephen,Coniglio,MID,,GWS,N/A,N/A,N/A,,Tue 27th 4am,,waiver,1518,15,0,101.2,86.67,90.8,N/A,Coniglio had 3 goals from his 24 kicks and 7 handballs. On top of this he had a handy 7 tackles. Look at him to be a popular trade in target following his 154. Look at him as a captain option too.,
155,Jeremy,Howe,DEF,,COL,N/A,N/A,N/A,Salt&VinegarCripps,,,owner,1511,19,58,79.53,93,92.6,N/A,N/A,
377,Phil,Davis,DEF,,GWS,N/A,N/A,N/A,,Tue 27th 4am,,waiver,1510,19,88,79.47,76.67,73.2,N/A,N/A,
1,Rory,Atkins,MID,,ADE,N/A,N/A,N/A,,Tue 27th 4am,,waiver,1510,20,0,75.5,56.67,72.6,N/A,N/A,
237,Reece,Conca,MID,,FRE,N/A,N/A,N/A,,Tue 27th 4am,,waiver,1507,22,83,68.5,65,67,N/A,N/A,
314,Lachie,Weller,DEF,MID,GCS,N/A,N/A,N/A,Barbeques Treloar,,,owner,1506,17,110,88.59,91.67,84.4,N/A,N/A,
759,Matthew,Suckling,DEF,,WBD,N/A,N/A,N/A,Casting Crouch,,,owner,1505,18,109,83.61,104,87.2,N/A,N/A,
382,Toby,Greene,FWD,,GWS,N/A,N/A,N/A,,Tue 27th 4am,,waiver,1503,16,0,93.94,123.67,118,N/A,N/A,
751,Aaron,Naughton,DEF,,WBD,N/A,N/A,N/A,,Tue 27th 4am,,waiver,1490,22,59,67.73,70,84,N/A,N/A,
93,Levi,Casboult,FWD,,CAR,N/A,N/A,N/A,Fire The Worpedo,,,owner,1486,20,22,74.3,62.67,67.8,N/A,N/A,
363,Harry,Taylor,DEF,,GEE,N/A,N/A,N/A,,Tue 27th 4am,,waiver,1486,21,52,70.76,53,55,N/A,N/A,
347,Gryan,Miers,FWD,,GEE,N/A,N/A,N/A,,Tue 27th 4am,,waiver,1481,22,68,67.32,80.67,69.2,N/A,Miers had just the 11 touches and 3 tackles. He may not be safe to play on field but if you have him he should make some money if he can stay in the team.,
529,Jy,Simpkin,FWD,,NTH,N/A,N/A,N/A,TryingAnewStratton,,,owner,1481,21,49,70.52,68,63.4,N/A,N/A,
43,Taylor,Walker,FWD,,ADE,N/A,N/A,N/A,,Tue 27th 4am,,waiver,1481,22,79,67.32,61,67,N/A,N/A,
558,Xavier,Duursma,DEF,MID,PTA,N/A,N/A,N/A,,Tue 27th 4am,,waiver,1479,20,98,73.95,86.67,82,N/A,Duursma had a handy 67 for us on debut from his 16 touches at 87%. He looked good and should hold his spot for a while yet.,
502,Jed,Anderson,MID,,NTH,N/A,N/A,N/A,,Tue 27th 4am,,waiver,1472,17,0,86.59,76,80.2,N/A,N/A,
60,Darcy,Gardiner,DEF,,BRL,N/A,N/A,N/A,,Tue 27th 4am,,waiver,1472,22,32,66.91,63.67,65.4,N/A,N/A,
520,Jamie,Macmillan,DEF,,NTH,N/A,N/A,N/A,DEVQON.1,,,owner,1469,18,35,81.61,91.33,81.8,N/A,Macmillan top scored for the Roos this week on the back of 37 touches and 3 tackles. The ball spent a lot of time in the North defence and may continue to do so as the season progresses.,
130,Kade,Simpson,DEF,,CAR,N/A,N/A,N/A,Man of Steele,,,owner,1467,18,65,81.5,91.33,97.6,N/A,Simpson still doesn't look like slowing down. 27 touches and 6 marks was a handy contribution. He looks to be a solid option for those that started with him.,
108,Matthew,Kreuzer,RUC,,CAR,N/A,N/A,N/A,DEVQON.1,,,owner,1461,15,82,97.4,97.67,93,N/A,N/A,
698,Zak,Jones,DEF,,SYD,N/A,N/A,N/A,Casting Crouch,,,owner,1457,17,0,85.71,80.33,84.2,N/A,N/A,
643,Josh,Bruce,FWD,,STK,N/A,N/A,N/A,,Tue 27th 4am,,waiver,1451,22,72,65.95,70.67,73.6,N/A,N/A,
72,Lincoln,McCarthy,FWD,,BRL,N/A,N/A,N/A,,Tue 27th 4am,,waiver,1448,22,31,65.82,51,55.2,N/A,N/A,
689,Oliver,Florent,MID,,SYD,N/A,N/A,N/A,,Tue 27th 4am,,waiver,1444,21,70,68.76,92.67,78.2,N/A,N/A,
202,Michael,Hurley,DEF,,ESS,N/A,N/A,N/A,,Tue 27th 4am,,waiver,1435,18,48,79.72,46,59.6,N/A,N/A,
171,Jordan,Roughead,RUC,FWD,COL,N/A,N/A,N/A,,Tue 27th 4am,,waiver,1427,22,76,64.86,58.67,57.2,N/A,N/A,
301,Anthony,Miles,MID,,GCS,N/A,N/A,N/A,,Tue 27th 4am,,waiver,1425,17,0,83.82,78.67,82.2,N/A,N/A,
565,Sam,Gray,FWD,,PTA,N/A,N/A,N/A,,Tue 27th 4am,,waiver,1424,20,41,71.2,44.67,60.4,N/A,N/A,
162,Chris,Mayne,MID,,COL,N/A,N/A,N/A,,Tue 27th 4am,,waiver,1423,19,123,74.89,90,88.8,N/A,N/A,
665,Jack,Newnes,FWD,MID,STK,N/A,N/A,N/A,,Tue 27th 4am,,waiver,1423,20,28,71.15,53.67,55.2,N/A,N/A,
134,Jacob,Weitering,DEF,,CAR,N/A,N/A,N/A,,Tue 27th 4am,,waiver,1413,20,38,70.65,62,70.6,N/A,N/A,
787,Tom,Hickey,RUC,,WCE,N/A,N/A,N/A,,Tue 27th 4am,,waiver,1411,18,75,78.39,79,79.6,N/A,N/A,
582,Sam,Powell-Pepper,MID,,PTA,N/A,N/A,N/A,,Tue 27th 4am,,waiver,1411,19,0,74.26,76.67,70.6,N/A,N/A,
462,Sam,Frost,DEF,,MEL,N/A,N/A,N/A,,Tue 27th 4am,,waiver,1410,22,60,64.09,60,67.8,N/A,N/A,
790,Lewis,Jetta,DEF,,WCE,N/A,N/A,N/A,,Tue 27th 4am,,waiver,1409,20,95,70.45,67.33,70.2,N/A,N/A,
249,Ethan,Hughes,DEF,,FRE,N/A,N/A,N/A,,Tue 27th 4am,,waiver,1408,21,47,67.05,66.67,79.4,N/A,N/A,
376,Brent,Daniels,FWD,,GWS,N/A,N/A,N/A,,Tue 27th 4am,,waiver,1407,22,80,63.95,68.33,60.6,N/A,N/A,
586,Paddy,Ryder,RUC,,PTA,N/A,N/A,N/A,,Tue 27th 4am,,waiver,1406,17,84,82.71,83,80.4,N/A,N/A,
443,Paul,Puopolo,FWD,,HAW,N/A,N/A,N/A,,Tue 27th 4am,,waiver,1404,22,72,63.82,66.67,64.2,N/A,N/A,
148,Jordan,De Goey,FWD,,COL,N/A,N/A,N/A,Swimming n Titch,,,owner,1396,16,0,87.25,96,83.4,N/A,N/A,
600,Jason,Castagna,FWD,,RIC,N/A,N/A,N/A,,Tue 27th 4am,,waiver,1395,21,81,66.43,79,73.8,N/A,N/A,
245,Joel,Hamling,DEF,,FRE,N/A,N/A,N/A,,Tue 27th 4am,,waiver,1387,22,56,63.05,68.33,68.4,N/A,N/A,
573,Tom,Jonas,DEF,,PTA,N/A,N/A,N/A,Swimming n Titch,,,owner,1384,18,62,76.89,76.67,74.4,N/A,N/A,
773,Oscar,Allen,DEF,,WCE,N/A,N/A,N/A,,Tue 27th 4am,,waiver,1384,21,81,65.9,78,73.8,N/A,N/A,
414,Shaun,Burgoyne,MID,,HAW,N/A,N/A,N/A,Barbeques Treloar,,,owner,1383,18,90,76.83,72,79,N/A,N/A,
448,Tom,Scully,MID,,HAW,N/A,N/A,N/A,,Tue 27th 4am,,waiver,1380,21,15,65.71,60.33,58,N/A,N/A,
360,Rhys,Stanley,RUC,,GEE,N/A,N/A,N/A,,Tue 27th 4am,,waiver,1377,16,95,86.06,84,88.8,N/A,N/A,
102,Zac,Fisher,FWD,MID,CAR,N/A,N/A,N/A,,Tue 27th 4am,,waiver,1377,21,38,65.57,35.67,43,N/A,N/A,
200,Cale,Hooker,DEF,,ESS,N/A,N/A,N/A,,Tue 27th 4am,,waiver,1372,17,0,80.71,61.33,68,N/A,N/A,
335,Cameron,Guthrie,DEF,,GEE,N/A,N/A,N/A,,Tue 27th 4am,,waiver,1372,18,71,76.22,58,67,N/A,N/A,
63,Luke,Hodge,DEF,,BRL,N/A,N/A,N/A,,Tue 27th 4am,,waiver,1370,20,92,68.5,69.33,68.8,N/A,N/A,
22,Alex,Keath,DEF,,ADE,N/A,N/A,N/A,,Tue 27th 4am,,waiver,1369,18,29,76.06,51.67,59.2,N/A,N/A,
142,Callum L.,Brown,FWD,,COL,N/A,N/A,N/A,,Tue 27th 4am,,waiver,1366,20,70,68.3,78.33,68.8,N/A,N/A,
640,Josh,Battle,FWD,,STK,N/A,N/A,N/A,,Tue 27th 4am,,waiver,1365,19,60,71.84,78.33,63,N/A,N/A,
818,Sydney,Stack,MID,,RIC,N/A,N/A,N/A,,Tue 27th 4am,,waiver,1362,17,0,80.12,65.67,76,N/A,N/A,
804,Liam,Ryan,FWD,,WCE,N/A,N/A,N/A,,Tue 27th 4am,,waiver,1356,22,55,61.64,50.67,59.6,N/A,N/A,
26,Tom,Lynch,FWD,,ADE,N/A,N/A,N/A,DEVQON.1,,,owner,1355,16,86,84.69,61,71,N/A,N/A,
636,Blake,Acres,FWD,MID,STK,N/A,N/A,N/A,,Tue 27th 4am,,waiver,1345,19,43,70.79,52.33,68.2,N/A,N/A,
351,Brandan,Parfitt,FWD,,GEE,N/A,N/A,N/A,TryingAnewStratton,,,owner,1338,17,101,78.71,78.67,69.6,N/A,N/A,
533,Scott D.,Thompson,DEF,,NTH,N/A,N/A,N/A,,Tue 27th 4am,,waiver,1335,19,57,70.26,83.33,71.6,N/A,N/A,
219,Mason,Redman,DEF,,ESS,N/A,N/A,N/A,,Tue 27th 4am,,waiver,1329,19,72,69.95,82,78.6,N/A,N/A,
549,Riley,Bonner,DEF,,PTA,N/A,N/A,N/A,,Tue 27th 4am,,waiver,1314,19,67,69.16,59.67,73,N/A,N/A,
546,Karl,Amon,MID,,PTA,N/A,N/A,N/A,,Tue 27th 4am,,waiver,1310,17,80,77.06,69,79,N/A,N/A,
253,Rory,Lobb,RUC,FWD,FRE,N/A,N/A,N/A,,Tue 27th 4am,,waiver,1306,15,0,87.07,80.33,79.4,N/A,N/A,
394,Shane,Mumford,RUC,,GWS,N/A,N/A,N/A,DEVQON.1,,,owner,1306,16,94,81.62,87.33,65.6,N/A,Mumford will miss the first couple of weeks of the season through club suspension.,
2,Eddie,Betts,FWD,,ADE,N/A,N/A,N/A,,Tue 27th 4am,,waiver,1305,21,52,62.14,50.33,58.8,N/A,N/A,
781,Jamie,Cripps,FWD,,WCE,N/A,N/A,N/A,Swimming n Titch,,,owner,1295,17,42,76.18,68,62.4,N/A,N/A,
75,Oscar,McInerney,FWD,,BRL,N/A,N/A,N/A,,Tue 27th 4am,,waiver,1289,19,72,67.84,65.33,72,N/A,N/A,
349,Mark,O'Connor,DEF,,GEE,N/A,N/A,N/A,,Tue 27th 4am,,waiver,1276,20,56,63.8,65,66.6,N/A,N/A,
225,Jake,Stringer,FWD,,ESS,N/A,N/A,N/A,,Tue 27th 4am,,waiver,1275,18,0,70.83,59.33,74.8,N/A,N/A,
534,Kayne,Turner,FWD,,NTH,N/A,N/A,N/A,,Tue 27th 4am,,waiver,1274,21,89,60.67,64.67,57,N/A,N/A,
593,David,Astbury,DEF,,RIC,N/A,N/A,N/A,,Tue 27th 4am,,waiver,1273,19,71,67,66.33,66,N/A,N/A,
185,Tom,Bellchambers,RUC,,ESS,N/A,N/A,N/A,TryingAnewStratton,,,owner,1272,15,62,84.8,77,79.4,N/A,N/A,
255,Brandon,Matera,FWD,,FRE,N/A,N/A,N/A,,Tue 27th 4am,,waiver,1263,20,57,63.15,64.67,60.6,N/A,N/A,
426,Jarman,Impey,DEF,FWD,HAW,N/A,N/A,N/A,,Tue 27th 4am,,waiver,1260,17,0,74.12,58,73.2,N/A,N/A,
749,Toby,McLean,FWD,MID,WBD,N/A,N/A,N/A,,Tue 27th 4am,,waiver,1260,18,48,70,79.33,59.8,N/A,N/A,
31,Wayne,Milera,DEF,,ADE,N/A,N/A,N/A,DEVQON.1,,,owner,1260,17,66,74.12,58,62,N/A,N/A,
275,Charlie,Ballard,DEF,,GCS,N/A,N/A,N/A,,Tue 27th 4am,,waiver,1260,21,33,60,46.67,56.8,N/A,N/A,
204,Kyle,Langford,FWD,MID,ESS,N/A,N/A,N/A,,Tue 27th 4am,,waiver,1252,17,86,73.65,76,74.2,N/A,N/A,
532,Tarryn,Thomas,MID,,NTH,N/A,N/A,N/A,,Tue 27th 4am,,waiver,1252,20,37,62.6,49.67,53.6,N/A,N/A,
235,Adam,Cerra,FWD,,FRE,N/A,N/A,N/A,Man of Steele,,,owner,1248,20,51,62.4,67.67,67.8,N/A,N/A,
176,Josh,Thomas,FWD,,COL,N/A,N/A,N/A,,Tue 27th 4am,,waiver,1247,20,72,62.35,83.67,74,N/A,N/A,
816,Michael,Gibbons,MID,,CAR,N/A,N/A,N/A,,Tue 27th 4am,,waiver,1244,21,0,59.24,48,69.2,N/A,Gibbons only got to 35 from his 11 touches and 3 tackles. We didn't expect him to be a high scorer but he did his role and we expect him to hold his spot. He is a slow burn for us so don't lose faith just yet.,
299,Jack,Martin,FWD,MID,GCS,N/A,N/A,N/A,,Tue 27th 4am,,waiver,1240,16,0,77.5,56.33,65.8,N/A,N/A,
545,Cameron,Zurhaar,FWD,,NTH,N/A,N/A,N/A,,Tue 27th 4am,,waiver,1238,19,27,65.16,38,53.2,N/A,N/A,
287,Pearce,Hanley,DEF,,GCS,N/A,N/A,N/A,,Tue 27th 4am,,waiver,1237,16,82,77.31,97.33,80.8,N/A,N/A,
391,Adam,Kennedy,DEF,,GWS,N/A,N/A,N/A,,Tue 27th 4am,,waiver,1237,19,76,65.11,75.67,74,N/A,N/A,
744,Tom,Liberatore,MID,,WBD,N/A,N/A,N/A,,Tue 27th 4am,,waiver,1236,15,0,82.4,59.67,58.4,N/A,Libba wasn't the high scorer people thought he might be when they picked him but it is only one game. He did have 28 touches at 60% efficiency but just 75 points was the result.  Hopefully he will lift that scoring in the coming weeks.,
791,Josh J.,Kennedy,FWD,,WCE,N/A,N/A,N/A,,Tue 27th 4am,,waiver,1236,20,65,61.8,53.33,65,N/A,N/A,
76,Daniel,McStay,FWD,,BRL,N/A,N/A,N/A,,Tue 27th 4am,,waiver,1236,22,26,56.18,40.67,47.8,N/A,N/A,
272,Nathan,Wilson,DEF,,FRE,N/A,N/A,N/A,,Tue 27th 4am,,waiver,1233,18,0,68.5,65.33,68.6,N/A,N/A,
115,Harry,McKay,FWD,,CAR,N/A,N/A,N/A,,Tue 27th 4am,,waiver,1233,20,25,61.65,41.67,47.8,N/A,N/A,
469,Jayden,Hunt,DEF,,MEL,N/A,N/A,N/A,,Tue 27th 4am,,waiver,1227,21,35,58.43,41,42.4,N/A,N/A,
467,Michael,Hibberd,DEF,,MEL,N/A,N/A,N/A,,Tue 27th 4am,,waiver,1222,19,79,64.32,64,70.2,N/A,N/A,
321,Tom,Atkins,MID,,GEE,N/A,N/A,N/A,,Tue 27th 4am,,waiver,1205,20,0,60.25,76,62.2,N/A,Atkins used the footy well in his first game and his 9 touches were supplemented by 5 tackles. This should be enough for him to hold his spot for a couple more weeks.,
311,Alex,Sexton,FWD,,GCS,N/A,N/A,N/A,,Tue 27th 4am,,waiver,1204,22,68,54.73,41.33,47.2,N/A,N/A,
27,David,Mackay,DEF,,ADE,N/A,N/A,N/A,,Tue 27th 4am,,waiver,1197,18,44,66.5,59.67,67.6,N/A,N/A,
154,Will,Hoskin-Elliott,FWD,,COL,N/A,N/A,N/A,,Tue 27th 4am,,waiver,1196,17,45,70.35,65.67,74.4,N/A,N/A,
14,Hugh,Greenwood,MID,,ADE,N/A,N/A,N/A,,Tue 27th 4am,,waiver,1194,14,68,85.29,76.67,83,N/A,N/A,
594,Liam,Baker,FWD,,RIC,N/A,N/A,N/A,,Tue 27th 4am,,waiver,1190,16,89,74.38,75,68.4,N/A,N/A,
551,Ryan,Burton,DEF,,PTA,N/A,N/A,N/A,Man of Steele,,,owner,1184,16,49,74,47.67,66,N/A,N/A,
541,Mason,Wood,FWD,,NTH,N/A,N/A,N/A,,Tue 27th 4am,,waiver,1181,18,74,65.61,57.33,60.8,N/A,N/A,
767,Easton,Wood,DEF,,WBD,N/A,N/A,N/A,,Tue 27th 4am,,waiver,1174,22,46,53.36,53.33,50.6,N/A,N/A,
266,Sam,Switkowski,FWD,,FRE,N/A,N/A,N/A,,Tue 27th 4am,,waiver,1170,18,77,65,85.67,83,N/A,N/A,
317,Peter,Wright,FWD,,GCS,N/A,N/A,N/A,,Tue 27th 4am,,waiver,1156,17,0,68,64.33,68.6,N/A,N/A,
415,Jonathon,Ceglar,RUC,FWD,HAW,N/A,N/A,N/A,,,1,free_agent,1152,15,94,76.8,95.67,81.8,N/A,N/A,
552,Zak,Butters,MID,,PTA,N/A,N/A,N/A,,Tue 27th 4am,,waiver,1150,19,0,60.53,49,53.6,N/A,A couple of goals helped Butters to his 67 points. His 13 touches came at only 53% efficiency so as he builds on that his score will improve.,
440,Tim,O'Brien,FWD,,HAW,N/A,N/A,N/A,,Tue 27th 4am,,waiver,1147,16,101,71.69,87.33,84.8,N/A,N/A,
684,Nick,Blakey,FWD,,SYD,N/A,N/A,N/A,,Tue 27th 4am,,waiver,1144,21,62,54.48,69.67,63.6,N/A,Blakey had a reasonable JLT with 31 and 54. But as we know any rookie that shows promise under Horse at Sydney is destined for the NEAFL. Select with caution.,
32,Lachlan,Murphy,FWD,,ADE,N/A,N/A,N/A,,Tue 27th 4am,,waiver,1144,21,0,54.48,46,49,N/A,N/A,
597,Nathan,Broad,DEF,,RIC,N/A,N/A,N/A,,Tue 27th 4am,,waiver,1140,21,44,54.29,55.67,57,N/A,N/A,
62,Eric,Hipwood,FWD,,BRL,N/A,N/A,N/A,,Tue 27th 4am,,waiver,1137,21,77,54.14,56.33,56.4,N/A,N/A,
276,Jack,Bowes,MID,,GCS,N/A,N/A,N/A,Casting Crouch,,,owner,1136,15,73,75.73,74.33,56.8,N/A,N/A,
397,Harry,Perryman,DEF,,GWS,N/A,N/A,N/A,,Tue 27th 4am,,waiver,1134,15,98,75.6,89,79,N/A,N/A,
378,Matt,de Boer,FWD,,GWS,N/A,N/A,N/A,TryingAnewStratton,,,owner,1127,15,81,75.13,65,75.2,N/A,N/A,
628,Daniel,Rioli,FWD,,RIC,N/A,N/A,N/A,,Tue 27th 4am,,waiver,1126,19,57,59.26,45,53.8,N/A,N/A,
599,Josh,Caddy,FWD,,RIC,N/A,N/A,N/A,Fire The Worpedo,,,owner,1125,15,87,75,72.67,73.8,N/A,N/A,
164,Darcy,Moore,DEF,FWD,COL,N/A,N/A,N/A,,Tue 27th 4am,,waiver,1121,15,61,74.73,59,68.4,N/A,Moore had a great game showing why he was so heavily talked about in the preseason. He used the ball well with his 16 touches coming at 81% effectiveness.,
596,Shai,Bolton,FWD,,RIC,N/A,N/A,N/A,,Tue 27th 4am,,waiver,1117,16,40,69.81,56,61.2,N/A,N/A,
729,Zaine,Cordy,DEF,,WBD,N/A,N/A,N/A,,Tue 27th 4am,,waiver,1116,22,50,50.73,48,45,N/A,N/A,
326,Jordan,Clark,DEF,,GEE,N/A,N/A,N/A,,Tue 27th 4am,,waiver,1097,18,0,60.94,63,66,N/A,Clark was good with 14 of his 17 touches being kicks and all of them going at 82%. This is exactly what we want to see form a rookie in his first game!,
344,Jake,Kolodjashnij,DEF,,GEE,N/A,N/A,N/A,,Tue 27th 4am,,waiver,1096,20,0,54.8,38,44.8,N/A,N/A,
127,Will,Setterfield,MID,FWD,CAR,N/A,N/A,N/A,,Tue 27th 4am,,waiver,1093,18,79,60.72,55,63.4,N/A,Setterfield justified being selected on the field as he returned 24 touches. Look for his score to only get better as he improves his efficiency from 50%.,
354,Gary,Rohan,FWD,,GEE,N/A,N/A,N/A,,Tue 27th 4am,,waiver,1090,18,55,60.56,48.33,47.8,N/A,N/A,
610,Jack,Graham,MID,,RIC,N/A,N/A,N/A,Casting Crouch,,,owner,1080,14,61,77.14,84,91.2,N/A,N/A,
481,Tom,McDonald,FWD,,MEL,N/A,N/A,N/A,,Tue 27th 4am,,waiver,1069,15,0,71.27,112,87.2,N/A,N/A,
364,Zach,Tuohy,DEF,,GEE,N/A,N/A,N/A,,Tue 27th 4am,,waiver,1067,15,96,71.13,72.67,67.4,N/A,N/A,
339,Jack,Henry,DEF,,GEE,N/A,N/A,N/A,,Tue 27th 4am,,waiver,1065,20,46,53.25,65.67,66.4,N/A,N/A,
454,Chad,Wingard,FWD,MID,HAW,N/A,N/A,N/A,Casting Crouch,,,owner,1063,14,62,75.93,88.33,88.4,N/A,The Hawks big new recruit missed the JLT with a calf complaint.,
297,Jack,Lukosius,FWD,,GCS,N/A,N/A,N/A,,Tue 27th 4am,,waiver,1062,21,51,50.57,55,60.2,N/A,Lukosius finished with 13 touches and took four marks. His 42 points isn't ideal but it was better than we thought he might do after his JLT. He is still not someone you want to start on the field at this stage.,
232,Connor,Blakely,DEF,,FRE,N/A,N/A,N/A,Salt&VinegarCripps,,,owner,1061,14,50,75.79,57.67,65,N/A,N/A,
590,Ollie,Wines,MID,,PTA,N/A,N/A,N/A,TryingAnewStratton,,,owner,1060,12,138,88.33,97.33,101.4,N/A,Wines had a shoulder injury in the off season and will miss the first few weeks of the season.,
745,Patrick,Lipinski,FWD,MID,WBD,N/A,N/A,N/A,Man of Steele,,,owner,1057,13,89,81.31,100.33,92,N/A,N/A,
48,Noah,Answerth,DEF,MID,BRL,N/A,N/A,N/A,,Tue 27th 4am,,waiver,1054,17,43,62,66.33,74.8,N/A,N/A,
540,Marley,Williams,DEF,,NTH,N/A,N/A,N/A,,Tue 27th 4am,,waiver,1048,17,88,61.65,73,74.8,N/A,N/A,
406,Sam,Taylor,DEF,,GWS,N/A,N/A,N/A,,Tue 27th 4am,,waiver,1048,18,51,58.22,51,56.4,N/A,N/A,
152,Levi,Greenwood,DEF,,COL,N/A,N/A,N/A,,Tue 27th 4am,,waiver,1047,16,74,65.44,63.67,67,N/A,N/A,
761,Jackson,Trengove,DEF,,WBD,N/A,N/A,N/A,,Tue 27th 4am,,waiver,1043,16,0,65.19,64.67,61,N/A,N/A,
571,Dougal,Howard,DEF,,PTA,N/A,N/A,N/A,,Tue 27th 4am,,waiver,1040,15,0,69.33,38.33,51.4,N/A,N/A,
193,Aaron,Francis,DEF,,ESS,N/A,N/A,N/A,,Tue 27th 4am,,waiver,1038,16,60,64.88,62.33,62.4,N/A,N/A,
646,Hunter,Clark,DEF,,STK,N/A,N/A,N/A,Swimming n Titch,,,owner,1037,14,67,74.07,78,76.4,N/A,N/A,
733,Tory,Dickson,FWD,,WBD,N/A,N/A,N/A,,Tue 27th 4am,,waiver,1036,17,0,60.94,56.67,59.6,N/A,N/A,
