Player ID,First Name,Last Name,Pos1,Pos2,Team,Playing Next,In 2 Rds,In 3 Rds,Playing Next,Owner,Waiver,Free Agent,Trade Status,Total Pts,Rds,Rd Pts,Avg,Avg 3,Avg 5,Status Comment,Player Note
100,Paddy,Dow,FWD,MID,CAR,N/A,N/A,N/A,,Tue 27th 4am,,waiver,1034,19,47,54.42,45,42.4,N/A,N/A,
519,Nick,Larkey,FWD,,NTH,N/A,N/A,N/A,,Tue 27th 4am,,waiver,1030,17,61,60.59,76.67,68.4,N/A,N/A,
720,Callum,Sinclair,RUC,,SYD,N/A,N/A,N/A,,Tue 27th 4am,,waiver,1022,14,0,73,68,77,N/A,N/A,
3,Luke,Brown,DEF,,ADE,N/A,N/A,N/A,,Tue 27th 4am,,waiver,1020,15,52,68,63.67,61.6,N/A,Brown won't be in the Crows side for the first month or so due to injury.,
79,Cameron,Rayner,FWD,,BRL,N/A,N/A,N/A,,Tue 27th 4am,,waiver,1020,22,59,46.36,37.67,45.6,N/A,N/A,
129,Jack,Silvagni,DEF,FWD,CAR,N/A,N/A,N/A,Barbeques Treloar,,,owner,1018,17,17,59.88,43.33,55.6,N/A,N/A,
619,Kamdyn,McIntosh,MID,,RIC,N/A,N/A,N/A,,Tue 27th 4am,,waiver,1013,16,0,63.31,49,55.4,N/A,N/A,
379,Brett,Deledio,MID,,GWS,N/A,N/A,N/A,,Tue 27th 4am,,waiver,1011,13,0,77.77,67,68.2,N/A,N/A,
211,Shaun,McKernan,FWD,,ESS,N/A,N/A,N/A,,Tue 27th 4am,,waiver,1005,15,95,67,72.67,73.6,N/A,N/A,
353,Esava,Ratugolea,FWD,,GEE,N/A,N/A,N/A,,Tue 27th 4am,,waiver,999,17,87,58.76,71,62.6,N/A,N/A,
186,Mitch,Brown,FWD,,ESS,N/A,N/A,N/A,,Tue 27th 4am,,waiver,994,15,53,66.27,53.33,56.4,N/A,N/A,
417,James,Frawley,DEF,,HAW,N/A,N/A,N/A,,Tue 27th 4am,,waiver,994,18,65,55.22,71,59.4,N/A,N/A,
468,Marty,Hore,DEF,,MEL,N/A,N/A,N/A,,Tue 27th 4am,,waiver,989,14,40,70.64,25.33,40.2,N/A,Marty was solid in his first game and scored better than we thought with his 58 points from 14 touches at 71%. Definitely enough for him to hold his spot for a few weeks which is great for us.,
735,Taylor,Duryea,DEF,,WBD,N/A,N/A,N/A,,Tue 27th 4am,,waiver,985,13,70,75.77,76,73,N/A,N/A,
150,Jamie,Elliott,FWD,,COL,N/A,N/A,N/A,,Tue 27th 4am,,waiver,981,14,109,70.07,92.67,75.8,N/A,N/A,
783,Liam,Duggan,DEF,,WCE,N/A,N/A,N/A,,Tue 27th 4am,,waiver,975,15,95,65,69.67,64.8,N/A,N/A,
136,Taylor,Adams,MID,,COL,N/A,N/A,N/A,TryingAnewStratton,,,owner,967,10,138,96.7,115,106.2,N/A,A finger injury that required surgery will see Adams miss the first few rounds.,
799,Jack,Petruccelle,FWD,,WCE,N/A,N/A,N/A,,Tue 27th 4am,,waiver,967,19,32,50.89,35.67,44.8,N/A,Pettruccelle played a few games last year for a top score of 33 so he was able to beat that and a good sign is that he had an efficiency of 80% which will please the coach and hopefully keep him in the side.,
175,Jaidyn,Stephenson,FWD,,COL,N/A,N/A,N/A,,Tue 27th 4am,,waiver,964,12,0,80.33,75.33,79.4,N/A,N/A,
291,Jack,Hombsch,DEF,,GCS,N/A,N/A,N/A,,Tue 27th 4am,,waiver,964,18,0,53.56,52,44.8,N/A,N/A,
293,Jesse,Joyce,DEF,,GCS,N/A,N/A,N/A,,Tue 27th 4am,,waiver,963,16,0,60.19,41,57.2,N/A,N/A,
182,Patrick,Ambrose,DEF,,ESS,N/A,N/A,N/A,,Tue 27th 4am,,waiver,963,19,54,50.68,53.67,53.2,N/A,N/A,
196,Matt,Guelfi,MID,,ESS,N/A,N/A,N/A,,Tue 27th 4am,,waiver,954,17,0,56.12,47,54.6,N/A,N/A,
24,Riley,Knight,FWD,MID,ADE,N/A,N/A,N/A,,Tue 27th 4am,,waiver,951,15,51,63.4,58.33,61.6,N/A,N/A,
703,Tom,McCartin,FWD,,SYD,N/A,N/A,N/A,,Tue 27th 4am,,waiver,944,19,94,49.68,63,58.8,N/A,N/A,
179,Travis,Varcoe,FWD,,COL,N/A,N/A,N/A,,Tue 27th 4am,,waiver,941,16,62,58.81,70.33,66.6,N/A,N/A,
36,Paul,Seedsman,MID,,ADE,N/A,N/A,N/A,TryingAnewStratton,,,owner,940,13,95,72.31,102.33,94,N/A,N/A,
774,Tom,Barrass,DEF,,WCE,N/A,N/A,N/A,,Tue 27th 4am,,waiver,938,12,52,78.17,82,80.8,N/A,N/A,
10,Cameron,Ellis-Yolmen,MID,,ADE,N/A,N/A,N/A,Barbeques Treloar,,,owner,934,10,0,93.4,91.67,94.8,N/A,N/A,
754,Ed,Richards,DEF,,WBD,N/A,N/A,N/A,,Tue 27th 4am,,waiver,925,19,36,48.68,49,49.6,N/A,N/A,
666,Matthew,Parker,FWD,,STK,N/A,N/A,N/A,,Tue 27th 4am,,waiver,910,17,0,53.53,40.67,49.8,N/A,Parker did exactly what we hoped. He got himself plenty of the footy with 17 possessions and he also kicked a couple of goals. He should make us some great cash if he can do this for a few weeks.,
792,Chris,Masten,MID,,WCE,N/A,N/A,N/A,,Tue 27th 4am,,waiver,899,15,67,59.93,62.67,66.8,N/A,N/A,
802,Willie,Rioli,FWD,,WCE,N/A,N/A,N/A,,Tue 27th 4am,,waiver,897,13,104,69,99.33,94.6,N/A,N/A,
706,Lewis,Melican,DEF,,SYD,N/A,N/A,N/A,,Tue 27th 4am,,waiver,891,17,32,52.41,52.33,53.8,N/A,N/A,
425,Daniel,Howe,MID,,HAW,N/A,N/A,N/A,,Tue 27th 4am,,waiver,883,12,67,73.58,62.67,76.8,N/A,N/A,
508,Luke,Davies-Uniacke,MID,,NTH,N/A,N/A,N/A,,Tue 27th 4am,,waiver,882,14,0,63,46,52.2,N/A,N/A,
567,Hamish,Hartlett,DEF,,PTA,N/A,N/A,N/A,DEVQON.1,,,owner,881,11,91,80.09,66.67,78.6,N/A,N/A,
580,Steven,Motlop,FWD,MID,PTA,N/A,N/A,N/A,,Tue 27th 4am,,waiver,873,14,0,62.36,63.33,61.8,N/A,N/A,
604,Trent,Cotchin,MID,,RIC,N/A,N/A,N/A,TryingAnewStratton,,,owner,870,11,54,79.09,59.33,83,N/A,N/A,
242,Taylin,Duman,DEF,,FRE,N/A,N/A,N/A,,Tue 27th 4am,,waiver,867,14,64,61.93,65.67,63.4,N/A,N/A,
483,Alex,Neal-Bullen,FWD,,MEL,N/A,N/A,N/A,,Tue 27th 4am,,waiver,860,14,63,61.43,62.67,64,N/A,N/A,
105,Liam,Jones,DEF,,CAR,N/A,N/A,N/A,,Tue 27th 4am,,waiver,859,13,0,66.08,87.33,68,N/A,N/A,
613,Jack,Higgins,FWD,,RIC,N/A,N/A,N/A,,Tue 27th 4am,,waiver,859,13,0,66.08,49.67,62,N/A,N/A,
642,Nathan,Brown,DEF,,STK,N/A,N/A,N/A,,Tue 27th 4am,,waiver,853,16,63,53.31,51.33,54.8,N/A,N/A,
660,Jack,Lonie,FWD,,STK,N/A,N/A,N/A,,Tue 27th 4am,,waiver,848,13,46,65.23,58,58.6,N/A,N/A,
393,Daniel,Lloyd,FWD,,GWS,N/A,N/A,N/A,,Tue 27th 4am,,waiver,847,14,88,60.5,70,67,N/A,N/A,
137,James,Aish,DEF,MID,COL,N/A,N/A,N/A,,Tue 27th 4am,,waiver,845,13,0,65,75,75.6,N/A,N/A,
559,Brad,Ebert,MID,,PTA,N/A,N/A,N/A,,Tue 27th 4am,,waiver,841,11,0,76.45,51.67,48.2,N/A,N/A,
763,Mitch,Wallis,FWD,MID,WBD,N/A,N/A,N/A,,Tue 27th 4am,,waiver,837,10,0,83.7,87,86.6,N/A,N/A,
16,Kyle,Hartigan,DEF,,ADE,N/A,N/A,N/A,,Tue 27th 4am,,waiver,837,19,0,44.05,39.33,43,N/A,N/A,
658,Ben,Long,FWD,,STK,N/A,N/A,N/A,,Tue 27th 4am,,waiver,834,16,51,52.12,67.67,61.4,N/A,N/A,
631,Ivan,Soldo,RUC,,RIC,N/A,N/A,N/A,,Tue 27th 4am,,waiver,833,11,88,75.73,90.67,77.6,N/A,N/A,
113,Caleb,Marchbank,DEF,,CAR,N/A,N/A,N/A,,Tue 27th 4am,,waiver,833,13,0,64.08,77.33,75.6,N/A,N/A,
416,James,Cousins,MID,,HAW,N/A,N/A,N/A,,Tue 27th 4am,,waiver,832,12,0,69.33,57.67,66.6,N/A,Cousins got plenty of the footy but he didn't use it well going at just 50% efficiency that is all that stopped him from a great score.,
13,Bryce,Gibbs,MID,,ADE,N/A,N/A,N/A,,Tue 27th 4am,,waiver,829,12,45,69.08,62,67.4,N/A,N/A,
655,Dean,Kent,FWD,,STK,N/A,N/A,N/A,,Tue 27th 4am,,waiver,828,13,0,63.69,58.67,64.4,N/A,N/A,
452,Ben,Stratton,DEF,,HAW,N/A,N/A,N/A,TryingAnewStratton,,,owner,826,19,12,43.47,32.67,38,N/A,N/A,
303,Jordan,Murdoch,MID,,GCS,N/A,N/A,N/A,,Tue 27th 4am,,waiver,824,14,46,58.86,59.33,62,N/A,N/A,
240,Sean,Darcy,RUC,,FRE,N/A,N/A,N/A,,Tue 27th 4am,,waiver,816,11,0,74.18,91,84.6,N/A,N/A,
430,Mitch,Lewis,FWD,,HAW,N/A,N/A,N/A,,Tue 27th 4am,,waiver,811,12,0,67.58,73.67,80.8,N/A,N/A,
192,Orazio,Fantasia,FWD,,ESS,N/A,N/A,N/A,,Tue 27th 4am,,waiver,810,14,0,57.86,54,49.4,N/A,N/A,
789,Mark,Hutchings,MID,,WCE,N/A,N/A,N/A,,Tue 27th 4am,,waiver,808,16,0,50.5,40.67,40.6,N/A,N/A,
290,Nick,Holman,FWD,,GCS,N/A,N/A,N/A,,Tue 27th 4am,,waiver,807,12,0,67.25,57,61.2,N/A,N/A,
780,Thomas,Cole,DEF,,WCE,N/A,N/A,N/A,,Tue 27th 4am,,waiver,803,14,0,57.36,63.67,56.2,N/A,N/A,
477,Jordan,Lewis,DEF,,MEL,N/A,N/A,N/A,,Tue 27th 4am,,waiver,797,12,85,66.42,83,75.8,N/A,N/A,
686,Ryan,Clarke,DEF,,SYD,N/A,N/A,N/A,,Tue 27th 4am,,waiver,797,14,0,56.93,73.67,63.6,N/A,N/A,
482,Jake,Melksham,FWD,,MEL,N/A,N/A,N/A,,Tue 27th 4am,,waiver,795,12,45,66.25,55,56.6,N/A,N/A,
521,Luke,McDonald,DEF,,NTH,N/A,N/A,N/A,,Tue 27th 4am,,waiver,783,13,0,60.23,53,62.8,N/A,N/A,
114,Mitch,McGovern,FWD,,CAR,N/A,N/A,N/A,,Tue 27th 4am,,waiver,776,16,51,48.5,56.33,43.4,N/A,N/A,
663,Daniel,McKenzie,DEF,,STK,N/A,N/A,N/A,,Tue 27th 4am,,waiver,776,15,0,51.73,40,39.4,N/A,N/A,
630,Jayden,Short,DEF,,RIC,N/A,N/A,N/A,,Tue 27th 4am,,waiver,772,12,64,64.33,69.33,73.2,N/A,N/A,
118,Lochie,O'Brien,MID,,CAR,N/A,N/A,N/A,,Tue 27th 4am,,waiver,762,17,46,44.82,42,41.2,N/A,N/A,
694,Will,Hayward,FWD,,SYD,N/A,N/A,N/A,,Tue 27th 4am,,waiver,761,13,0,58.54,47.33,57.2,N/A,N/A,
144,Mason,Cox,FWD,,COL,N/A,N/A,N/A,,Tue 27th 4am,,waiver,757,14,0,54.07,51.67,46.6,N/A,N/A,
96,Charlie,Curnow,FWD,,CAR,N/A,N/A,N/A,,Tue 27th 4am,,waiver,754,11,0,68.55,87,88.6,N/A,N/A,
20,Josh,Jenkins,FWD,,ADE,N/A,N/A,N/A,,Tue 27th 4am,,waiver,752,11,0,68.36,73,70.2,N/A,N/A,
667,Ben,Paton,DEF,,STK,N/A,N/A,N/A,,Tue 27th 4am,,waiver,752,13,0,57.85,44.67,47,N/A,N/A,
710,Colin,O'Riordan,DEF,,SYD,N/A,N/A,N/A,,Tue 27th 4am,,waiver,747,12,0,62.25,82.67,73.8,N/A,N/A,
719,James,Rowbottom,MID,,SYD,N/A,N/A,N/A,,Tue 27th 4am,,waiver,746,12,79,62.17,73,62.2,N/A,N/A,
55,Allen,Christensen,FWD,,BRL,N/A,N/A,N/A,,Tue 27th 4am,,waiver,745,11,0,67.73,60.67,71.4,N/A,N/A,
756,Josh,Schache,FWD,,WBD,N/A,N/A,N/A,,Tue 27th 4am,,waiver,741,13,77,57,67.33,60,N/A,N/A,
498,Josh,Wagner,DEF,,MEL,N/A,N/A,N/A,,Tue 27th 4am,,waiver,734,12,0,61.17,58.67,55,N/A,N/A,
346,Sam,Menegola,FWD,MID,GEE,N/A,N/A,N/A,Casting Crouch,,,owner,732,9,0,81.33,86.67,79,N/A,N/A,
139,Dayne,Beams,MID,,COL,N/A,N/A,N/A,,Tue 27th 4am,,waiver,732,9,0,81.33,71,68,N/A,Beams was the second highest scorer for the Pies and got there with his 10 contested touches from his 25 and 5 clearances. A great return to the Pies for him.,
274,Ben,Ainsworth,FWD,,GCS,N/A,N/A,N/A,,Tue 27th 4am,,waiver,727,12,99,60.58,68,60,N/A,N/A,
692,Lance,Franklin,FWD,,SYD,N/A,N/A,N/A,Salt&VinegarCripps,,,owner,726,10,108,72.6,95.67,75.2,N/A,Buddy didn't have a great game with only 7 touches and one goal. He is a risk and this just demonstrates that for us.,
248,Jesse,Hogan,FWD,,FRE,N/A,N/A,N/A,,Tue 27th 4am,,waiver,724,12,0,60.33,61.33,53,N/A,N/A,
687,Harry,Cunningham,MID,,SYD,N/A,N/A,N/A,,Tue 27th 4am,,waiver,723,9,0,80.33,56.33,67.6,N/A,N/A,
557,Willem,Drew,FWD,MID,PTA,N/A,N/A,N/A,,Tue 27th 4am,,waiver,723,10,87,72.3,65.67,65.6,N/A,Drew starts his Supercoach career off with a ton!  A fantastic start with 21 touches at 81% efficiency. He looked good and will hold that midfield spot for a few more weeks yet.,
306,Wil,Powell,FWD,,GCS,N/A,N/A,N/A,,Tue 27th 4am,,waiver,715,13,0,55,31.33,42.6,N/A,N/A,
187,Dylan,Clarke,MID,,ESS,N/A,N/A,N/A,,Tue 27th 4am,,waiver,713,11,36,64.82,47,56.6,N/A,N/A,
267,Matt,Taberner,FWD,,FRE,N/A,N/A,N/A,,Tue 27th 4am,,waiver,707,9,0,78.56,69.33,77.4,N/A,N/A,
402,Dawson,Simpson,RUC,,GWS,N/A,N/A,N/A,,Tue 27th 4am,,waiver,707,9,0,78.56,77,73.4,N/A,N/A,
88,Josh,Walker,DEF,,BRL,N/A,N/A,N/A,,Tue 27th 4am,,waiver,700,11,0,63.64,48,43.6,N/A,N/A,
439,Conor,Nash,FWD,,HAW,N/A,N/A,N/A,,Tue 27th 4am,,waiver,695,14,36,49.64,61,54.6,N/A,N/A,
550,Matthew,Broadbent,DEF,,PTA,N/A,N/A,N/A,,Tue 27th 4am,,waiver,692,10,57,69.2,63,66.8,N/A,N/A,
627,Jack,Riewoldt,FWD,,RIC,N/A,N/A,N/A,,Tue 27th 4am,,waiver,689,10,112,68.9,84.33,68.4,N/A,N/A,
278,Christopher,Burgess,DEF,FWD,GCS,N/A,N/A,N/A,,Tue 27th 4am,,waiver,684,14,53,48.86,54.67,59,N/A,Burgess didn't have a great game with just 4 possessions but thankfully there was a goal in there to help with his score.,
283,Sam,Day,FWD,,GCS,N/A,N/A,N/A,Fire The Worpedo,,,owner,681,10,27,68.1,52.67,57.4,N/A,N/A,
158,Tom,Langdon,DEF,,COL,N/A,N/A,N/A,,Tue 27th 4am,,waiver,672,9,0,74.67,58.33,69.4,N/A,N/A,
624,Toby,Nankervis,RUC,,RIC,N/A,N/A,N/A,,Tue 27th 4am,,waiver,670,9,0,74.44,60.33,58.4,N/A,Nankervis was fantastic for those that took the risk with him. 3 goals and 17 touches but do take into account that he didn't have much competition with Kreuzer not playing.,
500,Sam,Weideman,FWD,,MEL,N/A,N/A,N/A,,Tue 27th 4am,,waiver,647,11,0,58.82,46.67,51.6,N/A,N/A,
447,Jack,Scrimshaw,DEF,,HAW,N/A,N/A,N/A,,Tue 27th 4am,,waiver,645,10,53,64.5,53.33,57,N/A,Scrimshaw had a great game with 13 touches and 5 tackles. Look for him to be a solid cash cow for us.,
494,Billy,Stretch,MID,,MEL,N/A,N/A,N/A,,Tue 27th 4am,,waiver,644,9,89,71.56,70.67,71.8,N/A,N/A,
731,Bailey,Dale,FWD,MID,WBD,N/A,N/A,N/A,,Tue 27th 4am,,waiver,643,9,104,71.44,80,84.2,N/A,N/A,
277,Will,Brodie,MID,,GCS,N/A,N/A,N/A,,Tue 27th 4am,,waiver,642,8,0,80.25,65.67,75,N/A,N/A,
194,Martin,Gleeson,DEF,,ESS,N/A,N/A,N/A,,Tue 27th 4am,,waiver,642,9,57,71.33,64.67,63.6,N/A,N/A,
256,Cam,McCarthy,FWD,,FRE,N/A,N/A,N/A,,Tue 27th 4am,,waiver,639,12,16,53.25,36.67,46.6,N/A,McCarthy had the second best score for the Dockers thanks to 5 goals and his 20 possessions. He won't have great weeks like this too often though so don't jump in too soon on him.,
653,Nick,Hind,MID,,STK,N/A,N/A,N/A,,Tue 27th 4am,,waiver,630,11,26,57.27,63,61.6,N/A,N/A,
49,Zac,Bailey,FWD,MID,BRL,N/A,N/A,N/A,,Tue 27th 4am,,waiver,630,13,43,48.46,70,60.4,N/A,N/A,
822,Jay,Lockhart,DEF,MID,MEL,N/A,N/A,N/A,,Tue 27th 4am,,waiver,627,12,0,52.25,30,51,N/A,N/A,
254,Griffin,Logue,DEF,,FRE,N/A,N/A,N/A,,Tue 27th 4am,,waiver,626,10,72,62.6,60.33,51.6,N/A,N/A,
497,Corey,Wagner,MID,,MEL,N/A,N/A,N/A,,Tue 27th 4am,,waiver,624,11,56,56.73,67.33,59,N/A,N/A,
595,Noah,Balta,FWD,,RIC,N/A,N/A,N/A,,Tue 27th 4am,,waiver,617,13,22,47.46,34,46.4,N/A,Balta looked good in the first quarter with a goal after a 50 with his first kick in footy. But he couldn't keep it up from there and finished the game with 18. Hardwick did say though that he may be considered for Rance's spot down back.,
812,Jake,Waterman,FWD,,WCE,N/A,N/A,N/A,,Tue 27th 4am,,waiver,611,11,63,55.55,59.67,63,N/A,N/A,
645,Jake,Carlisle,DEF,,STK,N/A,N/A,N/A,,Tue 27th 4am,,waiver,605,10,69,60.5,63,56.4,N/A,N/A,
691,Robbie,Fox,DEF,FWD,SYD,N/A,N/A,N/A,,Tue 27th 4am,,waiver,605,11,70,55,62,54.2,N/A,N/A,
206,Jayden,Laverde,FWD,,ESS,N/A,N/A,N/A,,Tue 27th 4am,,waiver,604,9,73,67.11,62.67,58,N/A,N/A,
261,Alex,Pearce,DEF,,FRE,N/A,N/A,N/A,,Tue 27th 4am,,waiver,603,11,0,54.82,45.67,50,N/A,N/A,
95,David,Cuningham,DEF,,CAR,N/A,N/A,N/A,,Tue 27th 4am,,waiver,598,9,27,66.44,52,57.8,N/A,N/A,
480,Oscar,McDonald,DEF,,MEL,N/A,N/A,N/A,,Tue 27th 4am,,waiver,590,12,0,49.17,54.33,49.4,N/A,N/A,
810,Nathan,Vardy,RUC,FWD,WCE,N/A,N/A,N/A,,Tue 27th 4am,,waiver,585,11,0,53.18,72.33,63,N/A,N/A,
717,Ben,Ronke,FWD,,SYD,N/A,N/A,N/A,,Tue 27th 4am,,waiver,584,13,79,44.92,57,62.4,N/A,N/A,
556,Charlie,Dixon,FWD,,PTA,N/A,N/A,N/A,,Tue 27th 4am,,waiver,581,9,112,64.56,90,69.8,N/A,N/A,
445,Jarryd,Roughead,FWD,,HAW,N/A,N/A,N/A,,Tue 27th 4am,,waiver,580,8,0,72.5,74,76,N/A,N/A,
294,Ben,King,FWD,,GCS,N/A,N/A,N/A,,Tue 27th 4am,,waiver,580,14,31,41.43,40,56.4,N/A,N/A,
575,Jarrod,Lienert,DEF,,PTA,N/A,N/A,N/A,,Tue 27th 4am,,waiver,575,7,0,82.14,82.33,88.2,N/A,N/A,
188,Zac,Clarke,RUC,,ESS,N/A,N/A,N/A,,Tue 27th 4am,,waiver,571,9,0,63.44,62,72,N/A,N/A,
106,Matthew,Kennedy,MID,,CAR,N/A,N/A,N/A,,Tue 27th 4am,,waiver,570,10,70,57,45.33,57.4,N/A,N/A,
478,Steven,May,DEF,,MEL,N/A,N/A,N/A,,Tue 27th 4am,,waiver,566,8,0,70.75,77.33,76.2,N/A,N/A,
476,Jake,Lever,DEF,,MEL,N/A,N/A,N/A,,Tue 27th 4am,,waiver,566,8,60,70.75,75.67,74.8,N/A,N/A,
328,Charlie,Constable,MID,,GEE,N/A,N/A,N/A,,Tue 27th 4am,,waiver,560,7,0,80,77.33,78.2,N/A,Constable had a great debut for the Cats posting 21 touches at 85% efficiency. This is exactly what those that took him and put him on the field wanted. ,
512,Taylor,Garner,FWD,,NTH,N/A,N/A,N/A,,Tue 27th 4am,,waiver,560,9,80,62.22,73.67,68.2,N/A,N/A,
797,Jackson,Nelson,DEF,,WCE,N/A,N/A,N/A,,Tue 27th 4am,,waiver,551,11,56,50.09,45.33,56,N/A,N/A,
66,Ryan,Lester,DEF,,BRL,N/A,N/A,N/A,,Tue 27th 4am,,waiver,547,9,0,60.78,59,60,N/A,N/A,
723,Jackson,Thurlow,MID,,SYD,N/A,N/A,N/A,,Tue 27th 4am,,waiver,546,9,0,60.67,42.33,53.8,N/A,N/A,
279,Sam,Collins,DEF,,GCS,N/A,N/A,N/A,,Tue 27th 4am,,waiver,544,9,0,60.44,51.33,53,N/A,Collins didn't perform as expected and finished with just 5 possessions. He wasn't ideal for those that started him on the field.,
71,Rhys,Mathieson,FWD,MID,BRL,N/A,N/A,N/A,,Tue 27th 4am,,waiver,539,9,0,59.89,56,52.8,N/A,N/A,
236,Travis,Colyer,FWD,MID,FRE,N/A,N/A,N/A,,Tue 27th 4am,,waiver,538,10,0,53.8,43.67,46,N/A,N/A,
805,Will,Schofield,DEF,,WCE,N/A,N/A,N/A,,Tue 27th 4am,,waiver,536,12,0,44.67,40,43,N/A,N/A,
487,Harrison,Petty,DEF,,MEL,N/A,N/A,N/A,,Tue 27th 4am,,waiver,531,10,0,53.1,58,63.6,N/A,N/A,
577,Todd,Marshall,FWD,,PTA,N/A,N/A,N/A,,Tue 27th 4am,,waiver,527,10,81,52.7,66.67,59.2,N/A,N/A,
511,Sam,Durdin,DEF,,NTH,N/A,N/A,N/A,,Tue 27th 4am,,waiver,526,10,76,52.6,58.33,57.2,N/A,N/A,
601,Mabior,Chol,FWD,,RIC,N/A,N/A,N/A,,Tue 27th 4am,,waiver,524,9,0,58.22,36,49,N/A,N/A,
183,Mark,Baguley,FWD,,ESS,N/A,N/A,N/A,,Tue 27th 4am,,waiver,522,10,0,52.2,58.67,60,N/A,N/A,
676,Jack,Steven,MID,,STK,N/A,N/A,N/A,,,1,free_agent,518,7,66,74,64.33,71.8,N/A,N/A,
263,Aaron,Sandilands,RUC,,FRE,N/A,N/A,N/A,,Tue 27th 4am,,waiver,512,6,0,85.33,97.67,95.2,N/A,N/A,
677,Jimmy,Webster,DEF,,STK,N/A,N/A,N/A,,Tue 27th 4am,,waiver,510,8,0,63.75,57,62.2,N/A,N/A,
322,Jed,Bews,DEF,,GEE,N/A,N/A,N/A,,Tue 27th 4am,,waiver,505,9,79,56.11,52.67,51,N/A,N/A,
766,Bailey,Williams,DEF,,WBD,N/A,N/A,N/A,,Tue 27th 4am,,waiver,498,9,0,55.33,68.67,63.2,N/A,N/A,
12,Jordan,Gallucci,FWD,,ADE,N/A,N/A,N/A,,Tue 27th 4am,,waiver,497,10,0,49.7,42.67,56.2,N/A,N/A,
9,Richard,Douglas,FWD,MID,ADE,N/A,N/A,N/A,,Tue 27th 4am,,waiver,492,9,54,54.67,57,59.2,N/A,N/A,
737,Billy,Gowers,FWD,,WBD,N/A,N/A,N/A,,Tue 27th 4am,,waiver,486,10,0,48.6,41.33,42.2,N/A,N/A,
501,Paul,Ahern,MID,,NTH,N/A,N/A,N/A,,Tue 27th 4am,,waiver,484,7,0,69.14,93.33,81.4,N/A,N/A,
181,Rupert,Wills,MID,,COL,N/A,N/A,N/A,,Tue 27th 4am,,waiver,484,7,57,69.14,69.33,73.6,N/A,N/A,
223,Devon,Smith,FWD,MID,ESS,N/A,N/A,N/A,,Tue 27th 4am,,waiver,481,7,0,68.71,55.33,65.2,N/A,Smith didn't have a good day. But it wasn't all his fault as the team didn't perform. He had just 23 touches but they came at only 56% efficiency. ,
652,Dan,Hannebery,MID,,STK,N/A,N/A,N/A,Fire The Worpedo,,,owner,480,5,103,96,106.33,96,N/A,N/A,
438,Harry,Morrison,FWD,MID,HAW,N/A,N/A,N/A,,Tue 27th 4am,,waiver,476,9,0,52.89,50,51.6,N/A,N/A,
370,Matt,Buntine,DEF,,GWS,N/A,N/A,N/A,,Tue 27th 4am,,waiver,473,9,0,52.56,49.67,52.8,N/A,N/A,
488,Braydon,Preuss,RUC,,MEL,N/A,N/A,N/A,,Tue 27th 4am,,waiver,472,7,41,67.43,35,59.8,N/A,N/A,
422,Oliver,Hanrahan,FWD,,HAW,N/A,N/A,N/A,,Tue 27th 4am,,waiver,472,9,58,52.44,52.67,43.8,N/A,N/A,
45,Marcus,Adams,DEF,,BRL,N/A,N/A,N/A,,Tue 27th 4am,,waiver,466,8,72,58.25,79.67,66.4,N/A,N/A,
122,Andrew,Phillips,RUC,,CAR,N/A,N/A,N/A,,Tue 27th 4am,,waiver,464,5,0,92.8,95.67,92.8,N/A,N/A,
739,Will,Hayes,MID,,WBD,N/A,N/A,N/A,,Tue 27th 4am,,waiver,464,8,56,58,68,58,N/A,N/A,
648,Nick,Coffield,DEF,,STK,N/A,N/A,N/A,,Tue 27th 4am,,waiver,456,8,0,57,51,63,N/A,N/A,
514,Aaron,Hall,MID,,NTH,N/A,N/A,N/A,,Tue 27th 4am,,waiver,455,6,0,75.83,65.67,79.2,N/A,Hall was not ideal for his owners this week. He had 19 touches at just 57% efficiency. He could be one that is traded out next week if he doesn't redeem himself.,
170,Ben,Reid,FWD,,COL,N/A,N/A,N/A,,Tue 27th 4am,,waiver,455,7,0,65,47,66,N/A,N/A,
389,Lachlan,Keeffe,DEF,,GWS,N/A,N/A,N/A,,Tue 27th 4am,,waiver,452,9,36,50.22,39,43,N/A,N/A,
238,Brennan,Cox,FWD,,FRE,N/A,N/A,N/A,,Tue 27th 4am,,waiver,450,8,0,56.25,65.67,58.6,N/A,N/A,
629,Jack,Ross,MID,,RIC,N/A,N/A,N/A,,Tue 27th 4am,,waiver,438,7,0,62.57,45.33,58.8,N/A,N/A,
705,Jarrad,McVeigh,DEF,,SYD,N/A,N/A,N/A,,Tue 27th 4am,,waiver,436,6,51,72.67,54.67,70.2,N/A,N/A,
456,Oskar,Baker,MID,,MEL,N/A,N/A,N/A,,Tue 27th 4am,,waiver,434,9,0,48.22,36.33,43.4,N/A,N/A,
383,Jackson,Hately,MID,,GWS,N/A,N/A,N/A,,Tue 27th 4am,,waiver,432,7,0,61.71,52.33,50.4,N/A,A 101 for Hately in the first game but just 42 in the second. He poses a risk for us in terms of his selection given that variety and uncertainty as to his role in the Giants team.,
184,Josh,Begley,FWD,,ESS,N/A,N/A,N/A,,Tue 27th 4am,,waiver,426,8,56,53.25,47.33,55.8,N/A,N/A,
697,Kieren,Jack,FWD,MID,SYD,N/A,N/A,N/A,,Tue 27th 4am,,waiver,407,8,46,50.88,49,45.2,N/A,N/A,
